ID,Experience/Team_Size,Technical_Skills,Programming_Languages,Role,Project_Description,Availability/Project_Duration,Communication_Tools,Work_Preference,Certifications,Languages,Industry
TL02471,6,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Cloud infrastructure,Mid-Term,Slack,Waterfall,PMP,Korean,Healthcare
TL02472,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Long-Term,Slack,Waterfall,,Korean,Education
TL02476,5,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Cloud infrastructure,Full-Time,Zoom,Agile,AWS Certified,English,Healthcare
TL02478,12,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development - Web Development - Data Engineer,E-commerce platform,Long-Term,Slack,Agile,,English,Education
TL02479,13,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Long-Term,Microsoft Teams,Waterfall,,English,Finance
TL02483,1,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Short-Term,Slack,Agile,,English,Healthcare
TL02488,3,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Freelancer,Zoom,Waterfall,,English,Education
TL02490,14,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Short-Term,Microsoft Teams,Waterfall,,Korean,Finance
TL02492,4,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Short-Term,Microsoft Teams,Waterfall,AWS Certified,English,Education
TL02495,3,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Mobile app,Long-Term,Slack,Agile,AWS Certified,Korean,Healthcare
TL02500,2,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Company Project,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Technology
TL02502,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Short-Term,Slack,Agile,,English,Healthcare
TL02508,9,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Short-Term,Slack,Agile,AWS Certified,English,Education
TL02516,7,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Full-Time,Zoom,Waterfall,AWS Certified,English,Finance
TL02519,3,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Mobile app,Short-Term,Microsoft Teams,Waterfall,,English,Healthcare
TL02520,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Short-Term,Zoom,Agile,,English,Education
TL02528,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Freelancer,Slack,Waterfall,PMP,English,Education
TL02529,12,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Long-Term,Slack,Agile,PMP,English,Finance
TL02530,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Full-Time,Zoom,Agile,,English,Healthcare
TL02534,13,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Open Source Contribution,Long-Term,Microsoft Teams,Waterfall,PMP,English,Technology
TL02535,5,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Open Source Contribution,Long-Term,Slack,Agile,AWS Certified,Korean,Healthcare
TL02537,3,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Part-Time,Zoom,Agile,PMP,English,Healthcare
TL02538,7,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Company Project,Freelancer,Zoom,Agile,,English,Finance
TL02540,15,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Company Project,Short-Term,Slack,Agile,,Korean,Healthcare
TL02542,5,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Freelancer,Zoom,Agile,PMP,English,Healthcare
TL02545,8,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development - Web Development - Data Engineer,Company Project,Full-Time,Slack,Agile,AWS Certified,English,Finance
TL02548,13,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Full-Time,Microsoft Teams,Agile,AWS Certified,English,Education
TL02550,6,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Full-Time,Slack,Agile,,English,Finance
TL02553,15,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Mobile app,Long-Term,Zoom,Waterfall,,Korean,Technology
TL02559,14,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Open Source Contribution,Long-Term,Microsoft Teams,Waterfall,,Korean,Technology
TL02562,2,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Full-Time,Slack,Waterfall,,Korean,Finance
TL02567,8,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Cloud infrastructure,Short-Term,Microsoft Teams,Agile,AWS Certified,English,Healthcare
TL02569,15,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Mobile app,Short-Term,Slack,Waterfall,PMP,English,Finance
TL02570,7,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development - Web Development - Data Engineer,Open Source Contribution,Part-Time,Slack,Agile,AWS Certified,English,Technology
TL02577,11,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Full-Time,Slack,Waterfall,,English,Technology
TL02579,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Long-Term,Zoom,Agile,AWS Certified,English,Healthcare
TL02580,3,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Freelancer,Slack,Agile,PMP,English,Finance
TL02584,14,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Mobile app,Part-Time,Zoom,Waterfall,PMP,English,Finance
TL02586,11,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Cloud infrastructure,Full-Time,Zoom,Waterfall,PMP,English,Finance
TL02589,5,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,AWS Certified,Korean,Healthcare
TL02590,3,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Part-Time,Microsoft Teams,Agile,PMP,English,Healthcare
TL02593,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Finance
TL02596,13,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Full-Time,Slack,Agile,PMP,English,Technology
TL02597,8,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Freelancer,Microsoft Teams,Waterfall,AWS Certified,English,Technology
TL02598,12,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Company Project,Long-Term,Microsoft Teams,Waterfall,,English,Healthcare
TL02601,14,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Company Project,Long-Term,Zoom,Agile,,English,Finance
TL02607,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Short-Term,Zoom,Waterfall,AWS Certified,English,Finance
TL02610,4,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Cloud infrastructure,Part-Time,Slack,Agile,PMP,Korean,Finance
TL02615,2,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Cloud infrastructure,Long-Term,Microsoft Teams,Agile,AWS Certified,English,Healthcare
TL02617,10,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Long-Term,Zoom,Agile,AWS Certified,English,Finance
TL02619,13,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Short-Term,Microsoft Teams,Waterfall,PMP,English,Education
TL02624,4,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Mid-Term,Microsoft Teams,Waterfall,,English,Healthcare
TL02626,2,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development - Web Development - Data Engineer,E-commerce platform,Long-Term,Slack,Waterfall,AWS Certified,English,Finance
TL02627,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Part-Time,Zoom,Agile,,English,Healthcare
TL02629,8,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development - Web Development - Data Engineer,Mobile app,Part-Time,Zoom,Waterfall,,English,Finance
TL02630,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Short-Term,Zoom,Agile,,English,Education
TL02633,5,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Part-Time,Slack,Agile,PMP,English,Healthcare
TL02635,6,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Mid-Term,Microsoft Teams,Agile,PMP,English,Technology
TL02641,12,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Short-Term,Slack,Agile,AWS Certified,Korean,Technology
TL02644,6,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,E-commerce platform,Freelancer,Microsoft Teams,Waterfall,AWS Certified,Korean,Education
TL02646,15,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Full-Time,Zoom,Agile,,Korean,Finance
TL02649,13,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Mobile app,Short-Term,Slack,Waterfall,AWS Certified,English,Healthcare
TL02650,15,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
TL02653,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Full-Time,Zoom,Waterfall,,English,Finance
TL02654,3,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Freelancer,Microsoft Teams,Waterfall,PMP,English,Healthcare
TL02658,12,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Mobile app,Part-Time,Zoom,Agile,PMP,English,Finance
TL02659,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Long-Term,Zoom,Agile,,English,Education
TL02660,1,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Long-Term,Slack,Waterfall,PMP,English,Finance
TL02665,3,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Freelancer,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
TL02670,13,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Open Source Contribution,Part-Time,Slack,Agile,,English,Finance
TL02673,12,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Freelancer,Slack,Agile,PMP,English,Finance
TL02675,1,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Mobile app,Part-Time,Zoom,Waterfall,PMP,Korean,Healthcare
TL02679,9,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development - Web Development - Data Engineer,Company Project,Part-Time,Microsoft Teams,Waterfall,PMP,English,Technology
TL02680,1,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Cloud infrastructure,Full-Time,Slack,Waterfall,PMP,English,Education
TL02685,14,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Open Source Contribution,Short-Term,Slack,Agile,AWS Certified,English,Finance
TL02686,11,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Short-Term,Slack,Waterfall,AWS Certified,English,Technology
TL02692,2,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Company Project,Full-Time,Zoom,Waterfall,AWS Certified,English,Education
TL02693,1,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Mobile app,Short-Term,Slack,Agile,PMP,Korean,Healthcare
TL02698,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Full-Time,Slack,Agile,AWS Certified,English,Technology
TL02701,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Mid-Term,Microsoft Teams,Agile,,English,Education
TL02702,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Freelancer,Zoom,Waterfall,,Korean,Finance
TL02707,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Long-Term,Slack,Waterfall,,English,Education
TL02708,7,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,E-commerce platform,Short-Term,Microsoft Teams,Waterfall,,English,Healthcare
TL02709,11,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Company Project,Long-Term,Slack,Waterfall,,English,Healthcare
TL02710,1,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Open Source Contribution,Long-Term,Microsoft Teams,Agile,PMP,English,Healthcare
TL02711,12,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",Web Development - DevOps Engineer,Mobile app,Mid-Term,Microsoft Teams,Agile,,English,Technology
TL02713,3,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development - Web Development - Data Engineer,Company Project,Long-Term,Slack,Agile,AWS Certified,English,Healthcare
TL02714,10,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Mobile app,Part-Time,Slack,Agile,AWS Certified,English,Healthcare
TL02717,15,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development - Web Development - Data Engineer,Company Project,Freelancer,Slack,Waterfall,AWS Certified,Korean,Healthcare
TL02719,7,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Company Project,Part-Time,Slack,Waterfall,PMP,English,Healthcare
TL02726,1,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Freelancer,Zoom,Agile,PMP,English,Healthcare
TL02727,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Mid-Term,Microsoft Teams,Waterfall,PMP,English,Technology
TL02730,15,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Company Project,Short-Term,Microsoft Teams,Agile,AWS Certified,English,Finance
TL02738,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Mid-Term,Microsoft Teams,Agile,,English,Finance
TL02741,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Short-Term,Zoom,Waterfall,PMP,English,Healthcare
TL02745,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Short-Term,Microsoft Teams,Waterfall,,English,Healthcare
TL02746,4,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Company Project,Full-Time,Zoom,Waterfall,,English,Healthcare
TL02747,3,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Mobile app,Part-Time,Microsoft Teams,Waterfall,PMP,English,Finance
TL02750,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Full-Time,Slack,Waterfall,PMP,English,Technology
TL02756,15,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Long-Term,Microsoft Teams,Waterfall,PMP,English,Healthcare
TL02762,13,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development - Web Development - Data Engineer,Company Project,Full-Time,Microsoft Teams,Waterfall,,English,Finance
TL02769,12,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Short-Term,Slack,Waterfall,,English,Technology
TL02771,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Long-Term,Zoom,Agile,PMP,English,Finance
TL02772,5,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Company Project,Long-Term,Slack,Waterfall,,English,Healthcare
